[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, 16.8, 13.49, -1.0, 11.95, 13.2, 2.79, 11.89, 33.66, 30.75, -1.0, 100.0]
