[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.95, -1.0, 18.02, -1.0, 12.25, -1.0]
