[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 53.56, -1.0, 10.9, 3.805, 14.085, -1.0, 24.77, 17.73, 18.79]
